date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:19:44	15979/15979	---M-Z	200	added ('OK')	text/css	etag:%220216846cfcd51:0%22	http://demo.neptuneapp.xyz/common-assets/plugins/flatpickr/flatpickr.css	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/plugins/flatpickr/flatpickr.css	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:44	2665/2665	---M-Z	200	added ('OK')	text/css	etag:%2206d3f66e335d71:0%22	http://demo.neptuneapp.xyz/common-assets/plugins/flatpickr/custom-flatpickr.css	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/plugins/flatpickr/custom-flatpickr.css	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:44	1303/1303	---M-Z	200	added ('OK')	text/css	etag:%2206d3f66e335d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/assets/css/elements/tooltip.css	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/assets/css/elements/tooltip.css	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:45	5780/5780	---M--	200	added ('OK')	image/png	etag:%22a2e2cbc44480d71:0%22	http://demo.neptuneapp.xyz/common-assets/img/logo.png	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/logo.png	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:46	156845/156845	---M-Z	200	added ('OK')	text/html	etag:%22166ccaebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:46	132754/132754	---M-Z	200	added ('OK')	text/html	etag:%22a12f3ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_chat.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_chat.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:47	129853/129853	---M-Z	200	added ('OK')	text/html	etag:%22d867ccebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_mail.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_mail.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:48	135793/135793	---M-Z	200	added ('OK')	text/html	etag:%22996af0ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_file_manager.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_file_manager.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:52	108334/108334	---M-Z	200	added ('OK')	text/html	etag:%22ee77f3ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_calendar.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_calendar.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:52	131597/131597	---M-Z	200	added ('OK')	text/html	etag:%221680efebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_notes.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_notes.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:52	6443/6443	---M-Z	200	added ('OK')	text/html	etag:%223dd4ccc4a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_contact_us.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_contact_us.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:53	41693/41693	---M-Z	200	added ('OK')	text/html	etag:%22ca6dfc49a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_faq.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_faq.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:53	13619/13619	---M-Z	200	added ('OK')	text/html	etag:%2265a3bec4a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_helpdesk.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_helpdesk.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:54	12392/12392	---M-Z	200	added ('OK')	text/html	etag:%229eda04aa1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_pricing_2.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_pricing_2.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:54	111484/111484	---M-Z	200	added ('OK')	text/html	etag:%22653aebebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_search_result.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_search_result.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:55	9668/9668	---M-Z	200	added ('OK')	text/html	etag:%222ffeb8c4a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_privacy_policy.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_privacy_policy.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:55	23305/23305	---M--	200	added ('OK')	image/jpeg	etag:%22073295b9432d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/company-1.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/company-1.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:57	25182/25182	---M--	200	added ('OK')	image/jpeg	etag:%220433c6e9432d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/company-2.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/company-2.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:59	23618/23618	---M--	200	added ('OK')	image/jpeg	etag:%2209ae2849432d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/company-3.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/company-3.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:19:59	17336/17336	---M--	200	added ('OK')	image/jpeg	etag:%2203dc4969432d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/company-4.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/company-4.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:00	1353/1353	---M--	200	added ('OK')	image/png	etag:%2201b7f9f8f31d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/flag/usa-flag.png	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/flag/usa-flag.png	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:00	17300/17300	---M--	200	added ('OK')	image/jpeg	etag:%220b374a79432d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/company-5.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/company-5.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:00	16868/16868	---M--	200	added ('OK')	image/jpeg	etag:%220cfc2b59432d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/company-6.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/company-6.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:00	1504/1504	---M--	200	added ('OK')	image/png	etag:%2201b7f9f8f31d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/flag/spain-flag.png	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/flag/spain-flag.png	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:00	1224/1224	---M--	200	added ('OK')	image/png	etag:%2201b7f9f8f31d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/flag/france-flag.png	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/flag/france-flag.png	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:01	3171/3171	---M--	200	added ('OK')	image/png	etag:%2201b7f9f8f31d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/flag/saudi-arabia-flag.png	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/flag/saudi-arabia-flag.png	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:01	4975/4975	---M--	200	added ('OK')	image/jpeg	etag:%227c275b3124fd51:0%22	http://demo.neptuneapp.xyz/common-assets/img/profile-11.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/profile-11.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:02	4736/4736	---M--	200	added ('OK')	image/jpeg	etag:%223dc5583124fd51:0%22	http://demo.neptuneapp.xyz/common-assets/img/profile-10.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/profile-10.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:02	4673/4673	---M--	200	added ('OK')	image/jpeg	etag:%2273283c3124fd51:0%22	http://demo.neptuneapp.xyz/common-assets/img/profile-9.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/profile-9.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:02	133364/133364	---M-Z	200	added ('OK')	text/html	etag:%22a93caebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_orders.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_orders.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:03	118970/118970	---M-Z	200	added ('OK')	text/html	etag:%22aaf9edebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_tickets.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_tickets.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:04	108858/108858	---M-Z	200	added ('OK')	text/html	etag:%22fcd5e2ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_notifications.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_notifications.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:04	5270/5270	---M--	200	added ('OK')	image/jpeg	etag:%2205fb3a071d0d61:0%22	http://demo.neptuneapp.xyz/common-assets/img/profile-16.jpg	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/common-assets/img/profile-16.jpg	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:05	154425/154425	---M-Z	200	added ('OK')	text/html	etag:%2285e7e3ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_profile.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_profile.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:05	114180/114180	---M-Z	200	added ('OK')	text/html	etag:%22dcd1e4ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/pages_timeline.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/pages_timeline.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:05	5545/5545	---M-Z	200	added ('OK')	text/html	etag:%226e901bc5a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_lock_screen_3.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_lock_screen_3.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:06	6248/6248	---M-Z	200	added ('OK')	text/html	etag:%221718849a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_login_3.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_login_3.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:07	137573/137573	---M-Z	200	added ('OK')	text/html	etag:%224428e1ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/index-2.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/index-2.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:07	139415/139415	---M-Z	200	added ('OK')	text/html	etag:%223c90deebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/index-3.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/index-3.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:08	150003/150003	---M-Z	200	added ('OK')	text/html	etag:%2260b7deebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/index-4.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/index-4.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:09	132906/132906	---M-Z	200	added ('OK')	text/html	etag:%22935dfebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/index-5.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/index-5.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:09	127819/127819	---M-Z	200	added ('OK')	text/html	etag:%225b8df2ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_companies.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_companies.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:10	149676/149676	---M-Z	200	added ('OK')	text/html	etag:%224e3ff2ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_company_details.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_company_details.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:10	128842/128842	---M-Z	200	added ('OK')	text/html	etag:%225f66f2ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_contacts.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_contacts.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:11	118858/118858	---M-Z	200	added ('OK')	text/html	etag:%2299a4cbebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_products.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_products.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:12	131087/131087	---M-Z	200	added ('OK')	text/html	etag:%22602fcbebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_product_details.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_product_details.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:12	104854/104854	---M-Z	200	added ('OK')	text/html	etag:%22f57bf1ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_add_product.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_add_product.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:13	108320/108320	---M-Z	200	added ('OK')	text/html	etag:%22d22df1ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_order_details.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_order_details.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:13	129882/129882	---M-Z	200	added ('OK')	text/html	etag:%22d22df1ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_customers.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_customers.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:14	113923/113923	---M-Z	200	added ('OK')	text/html	etag:%227b6ccebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_sellers.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_sellers.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:14	113639/113639	---M-Z	200	added ('OK')	text/html	etag:%221ca3f1ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_cart.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_cart.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:15	146923/146923	---M-Z	200	added ('OK')	text/html	etag:%221ca3f1ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_checkout.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ecommerce_checkout.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:16	113588/113588	---M-Z	200	added ('OK')	text/html	etag:%2266ceefebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_mail_details.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_mail_details.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:16	106642/106642	---M-Z	200	added ('OK')	text/html	etag:%22cbf2cbebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_mail_create.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_mail_create.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:17	163744/163744	---M-Z	200	added ('OK')	text/html	etag:%22781cf0ebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_invoice.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_invoice.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:18	110300/110300	---M-Z	200	added ('OK')	text/html	etag:%2278befebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_notes_details.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_notes_details.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:18	110202/110202	---M-Z	200	added ('OK')	text/html	etag:%226484edebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_notes_create.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_notes_create.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:19	175196/175196	---M-Z	200	added ('OK')	text/html	etag:%2278befebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_social.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_social.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:20	129660/129660	---M-Z	200	added ('OK')	text/html	etag:%22bd47eeebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_taskList.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_taskList.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:20	116989/116989	---M-Z	200	added ('OK')	text/html	etag:%22aaf9edebcf0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/apps_ticket_details.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/apps_ticket_details.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:21	8410/8410	---M-Z	200	added ('OK')	text/html	etag:%22bb168749a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_login_1.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_login_1.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:21	8907/8907	---M-Z	200	added ('OK')	text/html	etag:%2229998a49a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_signup_1.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_signup_1.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:21	7189/7189	---M-Z	200	added ('OK')	text/html	etag:%226e901bc5a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_lock_screen_1.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_lock_screen_1.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:22	9347/9347	---M-Z	200	added ('OK')	text/html	etag:%22a1f8349a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_forget_password_1.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_forget_password_1.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:22	6574/6574	---M-Z	200	added ('OK')	text/html	etag:%22dae8049a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_confirm_email_1.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_confirm_email_1.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:22	6829/6829	---M-Z	200	added ('OK')	text/html	etag:%227581ac5a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_login_2.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_login_2.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:23	7173/7173	---M-Z	200	added ('OK')	text/html	etag:%223e8318c5a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_signup_2.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_signup_2.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
11:20:23	4438/4438	---M-Z	200	added ('OK')	text/html	etag:%226e901bc5a1f0d71:0%22	http://demo.neptuneapp.xyz/demo-1/ltr/auth_lock_screen_2.html	C:/My%20Web%20Sites/CSR%20Theme/demo.neptuneapp.xyz/demo-1/ltr/auth_lock_screen_2.html	(from http://demo.neptuneapp.xyz/demo-1/ltr/index.html)
